	vid-1	vid-2	vid-3	vid-4	vid-5	vid-6	vid-7	vid-8	vid-9	vid-10	vid-11	vid-12	vid-13	vid-14	vid-15	vid-16	vid-17	vid-18	vid-19	vid-20	vid-21	vid-22	vid-23	vid-24	vid-25	vid-26	vid-27	vid-28	vid-29	vid-30	vid-31	vid-32	vid-33	vid-34	vid-35	vid-36	vid-37	vid-38	vid-39	vid-40	vid-41	vid-42	vid-43	vid-44	vid-45	vid-46	vid-47	vid-48	vid-49	vid-50	vid-51	vid-52	vid-53	vid-54	vid-55	vid-56	vid-57	vid-58	vid-59	vid-60	vid-61	vid-62	vid-63	vid-64	vid-65	vid-66	vid-67	vid-68	vid-69	vid-70	vid-71	vid-72	vid-73	vid-74	vid-75	vid-76	vid-77	vid-78	vid-79	vid-80	vid-81	vid-82	vid-83	vid-84	vid-85	vid-86	vid-87	vid-88	vid-89	vid-90	vid-91	vid-92	vid-93	vid-94	vid-95	vid-96	vid-97	vid-98	vid-99	vid-100	vid-101	vid-102	vid-103	vid-104	vid-105	vid-106	vid-107	vid-108	vid-109	vid-110	vid-111	vid-112	vid-113	vid-114	vid-115	vid-116	vid-117	vid-118	vid-119	vid-120	vid-121	vid-122	vid-123	vid-124	vid-125	vid-126	vid-127	vid-128	vid-129	vid-130	vid-131	vid-132	vid-133	vid-134	vid-135	vid-136	vid-137	vid-138	vid-139	vid-140	vid-141	vid-142	vid-143	vid-144	vid-145	vid-146	vid-147	vid-148	vid-149	vid-150	vid-151	vid-152	vid-153	vid-154	vid-155	vid-156	vid-157	vid-158	vid-159	vid-160	vid-161	vid-162	vid-163	vid-164	vid-165	vid-166	vid-167	vid-168	vid-169	vid-170	vid-171	vid-172	vid-173	vid-174	vid-175
vid-53	11.6352	NaN	11.6352	11.6352	11.6352	12.7353	11.6352	11.6352	12.9934	11.6352	13.4360	NaN	11.6352	11.6352	11.6352	13.0730	11.6352	11.6352	11.5898	23.0338	12.7947	23.0338	23.0338	14.4935	23.0338	23.0338	11.6352	11.6352	23.1327	23.1327	11.6352	23.1327	23.1327	11.6352	23.1327	11.6352	11.6352	9.1794	12.6541	13.0730	23.1327	12.0892	10.6724	11.2884	23.1327	18.5307	11.6352	23.1327	13.2641	11.4747	11.4747	11.6352	0.0000	23.1327	11.1593	23.1327	14.3638	23.1327	14.4678	23.1327	23.1327	11.6352	23.1327	11.6352	8.5982	14.1548	11.6352	23.1327	23.1327	23.1327	11.1593	23.1327	23.1327	23.1327	23.1327	23.1327	3925.1802	3914.4589	3861.3387	3923.6189	3911.8221	965.6568	962.9093	962.4774	965.7424	NaN	3926.4810	13.2246	13.4360	20.8613	11.6352	14.4565	15.4956	14.2876	15.1548	NaN	11.6352	11.6352	11.6352	11.3920	NaN	11.6352	14.1548	36.6352	11.3920	9.1794	13.5373	15.4956	14.2876	14.7856	12.9718	40.2902	NaN	40.2902	13.9279	15.4956	NaN	11.4697	11.0096	15.1548	13.5373	13.4360	36.6352	11.9828	36.6352	14.2876	NaN	14.2876	14.2876	14.2876	11.3920	14.3455	11.5898	15.4956	NaN	15.4956	11.5801	NaN	15.4956	15.4956	14.2876	14.2876	14.2876	15.4956	15.5274	11.5898	15.4956	15.4956	13.0095	16.9670	335.3534	12.9711	13.2246	13.2246	9.1794	116.9001	341.5483	335.3534	339.3740	13.2246	13.2246	12.5251	11.5898	12.0892	14.3924	12.3820	NaN	13.6913	36.5489	14.1029	13.0095	9.7392	11.6352	17.7960	11.6352
vid-54	16.4081	NaN	16.4081	16.4081	16.4081	12.7937	16.4081	16.4081	13.7903	16.4081	15.0427	NaN	16.4081	16.4081	16.4081	13.7692	16.4081	16.4081	16.8524	0.1093	12.6844	0.1093	0.1093	13.1870	0.1093	0.1093	16.4081	16.4081	0.0000	0.0000	16.4081	0.0000	0.0000	16.4081	0.0000	16.4081	16.4081	14.5842	15.1378	13.7692	0.0000	14.1001	14.2805	16.0307	0.0000	10.2331	16.4081	0.0000	12.6068	13.1943	13.1943	16.4081	23.1327	0.0000	15.2207	0.0000	11.2069	0.0000	10.6058	0.0000	0.0000	16.4081	0.0000	16.4081	15.8843	9.5090	16.4081	0.0000	0.0000	0.0000	15.2207	0.0000	0.0000	0.0000	0.0000	0.0000	3910.2882	3899.7976	3847.2801	3908.7222	3897.1538	947.6162	944.9099	944.4733	947.7019	NaN	3911.5817	11.4364	15.0427	16.3045	16.4081	10.4030	8.0500	9.5201	10.9759	NaN	16.4081	16.4081	16.4081	16.3603	NaN	16.4081	9.5090	20.4529	16.3603	14.5842	10.5814	8.0500	9.5201	9.0829	12.5896	23.3784	NaN	23.3784	9.8049	8.0500	NaN	15.9536	13.6908	10.9759	10.5814	15.0427	20.4529	14.4781	20.4529	9.5201	NaN	9.5201	9.5201	9.5201	16.3603	13.7554	16.8524	8.0500	NaN	8.0500	15.3954	NaN	8.0500	8.0500	9.5201	9.5201	9.5201	8.0500	15.5806	16.8524	8.0500	8.0500	11.4698	12.5125	330.6764	12.6034	11.4364	11.4364	14.5842	111.1137	336.5539	330.6764	334.4650	11.4364	11.4364	12.9042	16.8524	14.1001	9.8171	12.9682	NaN	13.7680	20.3209	11.0129	11.4698	17.0314	16.4081	10.1243	16.4081
vid-55	1.6206	NaN	1.6206	1.6206	1.6206	2.4339	1.6206	1.6206	1.9218	1.6206	2.4366	NaN	1.6206	1.6206	1.6206	1.9930	1.6206	1.6206	2.0351	15.1114	2.5417	15.1114	15.1114	3.3777	15.1114	15.1114	1.6206	1.6206	15.2207	15.2207	1.6206	15.2207	15.2207	1.6206	15.2207	1.6206	1.6206	8.8978	1.6380	1.9930	15.2207	1.1841	1.6626	0.9965	15.2207	7.6737	1.6206	15.2207	2.7211	2.4149	2.4149	1.6206	11.1593	15.2207	0.0000	15.2207	4.1473	15.2207	4.6483	15.2207	15.2207	1.6206	15.2207	1.6206	10.1632	6.0376	1.6206	15.2207	15.2207	15.2207	0.0000	15.2207	15.2207	15.2207	15.2207	15.2207	3923.9930	3913.4153	3860.6642	3922.4288	3910.7742	962.3280	959.6105	959.1751	962.4136	NaN	3925.2892	3.8223	2.4366	10.0003	1.6206	4.8262	7.3894	5.9082	4.6835	NaN	1.6206	1.6206	1.6206	1.4118	NaN	1.6206	6.0376	33.4070	1.4118	8.8978	4.7995	7.3894	5.9082	6.2570	2.6520	36.8220	NaN	36.8220	5.7294	7.3894	NaN	1.0406	2.1327	4.6835	4.7995	2.4366	33.4070	0.9003	33.4070	5.9082	NaN	5.9082	5.9082	5.9082	1.4118	3.1867	2.0351	7.3894	NaN	7.3894	0.6086	NaN	7.3894	7.3894	5.9082	5.9082	5.9082	7.3894	4.7420	2.0351	7.3894	7.3894	3.8533	5.8298	327.1974	2.6398	3.8223	3.8223	8.8978	108.0638	333.2888	327.1974	331.1420	3.8223	3.8223	2.3165	2.0351	1.1841	10.8199	2.2582	NaN	2.5476	33.2925	4.2297	3.8533	1.9098	1.6206	15.2852	1.6206
vid-56	16.4081	NaN	16.4081	16.4081	16.4081	12.7937	16.4081	16.4081	13.7903	16.4081	15.0427	NaN	16.4081	16.4081	16.4081	13.7692	16.4081	16.4081	16.8524	0.1093	12.6844	0.1093	0.1093	13.1870	0.1093	0.1093	16.4081	16.4081	0.0000	0.0000	16.4081	0.0000	0.0000	16.4081	0.0000	16.4081	16.4081	14.5842	15.1378	13.7692	0.0000	14.1001	14.2805	16.0307	0.0000	10.2331	16.4081	0.0000	12.6068	13.1943	13.1943	16.4081	23.1327	0.0000	15.2207	0.0000	11.2069	0.0000	10.6058	0.0000	0.0000	16.4081	0.0000	16.4081	15.8843	9.5090	16.4081	0.0000	0.0000	0.0000	15.2207	0.0000	0.0000	0.0000	0.0000	0.0000	3910.2882	3899.7976	3847.2801	3908.7222	3897.1538	947.6162	944.9099	944.4733	947.7019	NaN	3911.5817	11.4364	15.0427	16.3045	16.4081	10.4030	8.0500	9.5201	10.9759	NaN	16.4081	16.4081	16.4081	16.3603	NaN	16.4081	9.5090	20.4529	16.3603	14.5842	10.5814	8.0500	9.5201	9.0829	12.5896	23.3784	NaN	23.3784	9.8049	8.0500	NaN	15.9536	13.6908	10.9759	10.5814	15.0427	20.4529	14.4781	20.4529	9.5201	NaN	9.5201	9.5201	9.5201	16.3603	13.7554	16.8524	8.0500	NaN	8.0500	15.3954	NaN	8.0500	8.0500	9.5201	9.5201	9.5201	8.0500	15.5806	16.8524	8.0500	8.0500	11.4698	12.5125	330.6764	12.6034	11.4364	11.4364	14.5842	111.1137	336.5539	330.6764	334.4650	11.4364	11.4364	12.9042	16.8524	14.1001	9.8171	12.9682	NaN	13.7680	20.3209	11.0129	11.4698	17.0314	16.4081	10.1243	16.4081
vid-57	5.2029	NaN	5.2029	5.2029	5.2029	1.7770	5.2029	5.2029	2.5856	5.2029	3.9766	NaN	5.2029	5.2029	5.2029	2.5685	5.2029	5.2029	5.6457	11.0979	1.6850	11.0979	11.0979	2.3936	11.0979	11.0979	5.2029	5.2029	11.2069	11.2069	5.2029	11.2069	11.2069	5.2029	11.2069	5.2029	5.2029	9.2255	3.9476	2.5685	11.2069	2.9713	3.7716	4.8578	11.2069	4.2800	5.2029	11.2069	1.4320	2.8894	2.8894	5.2029	14.3638	11.2069	4.1473	11.2069	0.0000	11.2069	0.7188	11.2069	11.2069	5.2029	11.2069	5.2029	10.7721	3.0224	5.2029	11.2069	11.2069	11.2069	4.1473	11.2069	11.2069	11.2069	11.2069	11.2069	3920.7351	3910.1909	3857.5282	3919.1702	3907.5488	958.6414	955.9293	955.4933	958.7271	NaN	3922.0302	1.3853	3.9766	9.0669	5.2029	1.0134	3.8983	2.7368	0.8451	NaN	5.2029	5.2029	5.2029	5.1664	NaN	5.2029	3.0224	30.1703	5.1664	9.2255	2.0229	3.8983	2.7368	2.8152	1.5341	33.4746	NaN	33.4746	2.8128	3.8983	NaN	4.7665	3.3602	0.8451	2.0229	3.9766	30.1703	3.3225	30.1703	2.7368	NaN	2.7368	2.7368	2.7368	5.1664	2.9264	5.6457	3.8983	NaN	3.8983	4.2244	NaN	3.8983	3.8983	2.7368	2.7368	2.7368	3.8983	5.3094	5.6457	3.8983	3.8983	1.6831	3.7322	327.1842	1.5425	1.3853	1.3853	9.2255	107.7935	333.2167	327.1842	331.0857	1.3853	1.3853	1.9567	5.6457	2.9713	8.9206	2.0771	NaN	2.6843	30.0500	0.5546	1.6831	6.0469	5.2029	13.0937	5.2029
vid-58	16.4081	NaN	16.4081	16.4081	16.4081	12.7937	16.4081	16.4081	13.7903	16.4081	15.0427	NaN	16.4081	16.4081	16.4081	13.7692	16.4081	16.4081	16.8524	0.1093	12.6844	0.1093	0.1093	13.1870	0.1093	0.1093	16.4081	16.4081	0.0000	0.0000	16.4081	0.0000	0.0000	16.4081	0.0000	16.4081	16.4081	14.5842	15.1378	13.7692	0.0000	14.1001	14.2805	16.0307	0.0000	10.2331	16.4081	0.0000	12.6068	13.1943	13.1943	16.4081	23.1327	0.0000	15.2207	0.0000	11.2069	0.0000	10.6058	0.0000	0.0000	16.4081	0.0000	16.4081	15.8843	9.5090	16.4081	0.0000	0.0000	0.0000	15.2207	0.0000	0.0000	0.0000	0.0000	0.0000	3910.2882	3899.7976	3847.2801	3908.7222	3897.1538	947.6162	944.9099	944.4733	947.7019	NaN	3911.5817	11.4364	15.0427	16.3045	16.4081	10.4030	8.0500	9.5201	10.9759	NaN	16.4081	16.4081	16.4081	16.3603	NaN	16.4081	9.5090	20.4529	16.3603	14.5842	10.5814	8.0500	9.5201	9.0829	12.5896	23.3784	NaN	23.3784	9.8049	8.0500	NaN	15.9536	13.6908	10.9759	10.5814	15.0427	20.4529	14.4781	20.4529	9.5201	NaN	9.5201	9.5201	9.5201	16.3603	13.7554	16.8524	8.0500	NaN	8.0500	15.3954	NaN	8.0500	8.0500	9.5201	9.5201	9.5201	8.0500	15.5806	16.8524	8.0500	8.0500	11.4698	12.5125	330.6764	12.6034	11.4364	11.4364	14.5842	111.1137	336.5539	330.6764	334.4650	11.4364	11.4364	12.9042	16.8524	14.1001	9.8171	12.9682	NaN	13.7680	20.3209	11.0129	11.4698	17.0314	16.4081	10.1243	16.4081
vid-59	5.8123	NaN	5.8123	5.8123	5.8123	2.2168	5.8123	5.8123	3.2303	5.8123	4.6761	NaN	5.8123	5.8123	5.8123	3.2218	5.8123	5.8123	6.2613	10.4966	2.1110	10.4966	10.4966	3.1101	10.4966	10.4966	5.8123	5.8123	10.6058	10.6058	5.8123	10.6058	10.6058	5.8123	10.6058	5.8123	5.8123	8.8691	4.6040	3.2218	10.6058	3.5010	4.0417	5.4256	10.6058	4.4389	5.8123	10.6058	2.0049	3.0504	3.0504	5.8123	14.4678	10.6058	4.6483	10.6058	0.7188	10.6058	0.0000	10.6058	10.6058	5.8123	10.6058	5.8123	10.4346	2.3440	5.8123	10.6058	10.6058	10.6058	4.6483	10.6058	10.6058	10.6058	10.6058	10.6058	3920.0295	3909.4837	3856.8170	3918.4647	3906.8416	957.9748	955.2619	954.8260	958.0604	NaN	3921.3247	1.2479	4.6761	9.6196	5.8123	0.2995	3.1804	2.0466	1.2371	NaN	5.8123	5.8123	5.8123	5.7557	NaN	5.8123	2.3440	29.4589	5.7557	8.8691	1.4898	3.1804	2.0466	2.0985	1.9969	32.7694	NaN	32.7694	2.1595	3.1804	NaN	5.3479	3.5553	1.2371	1.4898	4.6761	29.4589	3.8741	29.4589	2.0466	NaN	2.0466	2.0466	2.0466	5.7557	3.6452	6.2613	3.1804	NaN	3.1804	4.7901	NaN	3.1804	3.1804	2.0466	2.0466	2.0466	3.1804	6.0198	6.2613	3.1804	3.1804	1.4943	4.2629	327.7308	2.0096	1.2479	1.2479	8.8691	108.3173	333.7566	327.7308	331.6275	1.2479	1.2479	2.3574	6.2613	3.5010	8.2735	2.4494	NaN	3.3889	29.3389	0.4229	1.4943	6.5183	5.8123	12.4052	5.8123
vid-60	16.4081	NaN	16.4081	16.4081	16.4081	12.7937	16.4081	16.4081	13.7903	16.4081	15.0427	NaN	16.4081	16.4081	16.4081	13.7692	16.4081	16.4081	16.8524	0.1093	12.6844	0.1093	0.1093	13.1870	0.1093	0.1093	16.4081	16.4081	0.0000	0.0000	16.4081	0.0000	0.0000	16.4081	0.0000	16.4081	16.4081	14.5842	15.1378	13.7692	0.0000	14.1001	14.2805	16.0307	0.0000	10.2331	16.4081	0.0000	12.6068	13.1943	13.1943	16.4081	23.1327	0.0000	15.2207	0.0000	11.2069	0.0000	10.6058	0.0000	0.0000	16.4081	0.0000	16.4081	15.8843	9.5090	16.4081	0.0000	0.0000	0.0000	15.2207	0.0000	0.0000	0.0000	0.0000	0.0000	3910.2882	3899.7976	3847.2801	3908.7222	3897.1538	947.6162	944.9099	944.4733	947.7019	NaN	3911.5817	11.4364	15.0427	16.3045	16.4081	10.4030	8.0500	9.5201	10.9759	NaN	16.4081	16.4081	16.4081	16.3603	NaN	16.4081	9.5090	20.4529	16.3603	14.5842	10.5814	8.0500	9.5201	9.0829	12.5896	23.3784	NaN	23.3784	9.8049	8.0500	NaN	15.9536	13.6908	10.9759	10.5814	15.0427	20.4529	14.4781	20.4529	9.5201	NaN	9.5201	9.5201	9.5201	16.3603	13.7554	16.8524	8.0500	NaN	8.0500	15.3954	NaN	8.0500	8.0500	9.5201	9.5201	9.5201	8.0500	15.5806	16.8524	8.0500	8.0500	11.4698	12.5125	330.6764	12.6034	11.4364	11.4364	14.5842	111.1137	336.5539	330.6764	334.4650	11.4364	11.4364	12.9042	16.8524	14.1001	9.8171	12.9682	NaN	13.7680	20.3209	11.0129	11.4698	17.0314	16.4081	10.1243	16.4081
vid-61	16.4081	NaN	16.4081	16.4081	16.4081	12.7937	16.4081	16.4081	13.7903	16.4081	15.0427	NaN	16.4081	16.4081	16.4081	13.7692	16.4081	16.4081	16.8524	0.1093	12.6844	0.1093	0.1093	13.1870	0.1093	0.1093	16.4081	16.4081	0.0000	0.0000	16.4081	0.0000	0.0000	16.4081	0.0000	16.4081	16.4081	14.5842	15.1378	13.7692	0.0000	14.1001	14.2805	16.0307	0.0000	10.2331	16.4081	0.0000	12.6068	13.1943	13.1943	16.4081	23.1327	0.0000	15.2207	0.0000	11.2069	0.0000	10.6058	0.0000	0.0000	16.4081	0.0000	16.4081	15.8843	9.5090	16.4081	0.0000	0.0000	0.0000	15.2207	0.0000	0.0000	0.0000	0.0000	0.0000	3910.2882	3899.7976	3847.2801	3908.7222	3897.1538	947.6162	944.9099	944.4733	947.7019	NaN	3911.5817	11.4364	15.0427	16.3045	16.4081	10.4030	8.0500	9.5201	10.9759	NaN	16.4081	16.4081	16.4081	16.3603	NaN	16.4081	9.5090	20.4529	16.3603	14.5842	10.5814	8.0500	9.5201	9.0829	12.5896	23.3784	NaN	23.3784	9.8049	8.0500	NaN	15.9536	13.6908	10.9759	10.5814	15.0427	20.4529	14.4781	20.4529	9.5201	NaN	9.5201	9.5201	9.5201	16.3603	13.7554	16.8524	8.0500	NaN	8.0500	15.3954	NaN	8.0500	8.0500	9.5201	9.5201	9.5201	8.0500	15.5806	16.8524	8.0500	8.0500	11.4698	12.5125	330.6764	12.6034	11.4364	11.4364	14.5842	111.1137	336.5539	330.6764	334.4650	11.4364	11.4364	12.9042	16.8524	14.1001	9.8171	12.9682	NaN	13.7680	20.3209	11.0129	11.4698	17.0314	16.4081	10.1243	16.4081
vid-62	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
vid-63	16.4081	NaN	16.4081	16.4081	16.4081	12.7937	16.4081	16.4081	13.7903	16.4081	15.0427	NaN	16.4081	16.4081	16.4081	13.7692	16.4081	16.4081	16.8524	0.1093	12.6844	0.1093	0.1093	13.1870	0.1093	0.1093	16.4081	16.4081	0.0000	0.0000	16.4081	0.0000	0.0000	16.4081	0.0000	16.4081	16.4081	14.5842	15.1378	13.7692	0.0000	14.1001	14.2805	16.0307	0.0000	10.2331	16.4081	0.0000	12.6068	13.1943	13.1943	16.4081	23.1327	0.0000	15.2207	0.0000	11.2069	0.0000	10.6058	0.0000	0.0000	16.4081	0.0000	16.4081	15.8843	9.5090	16.4081	0.0000	0.0000	0.0000	15.2207	0.0000	0.0000	0.0000	0.0000	0.0000	3910.2882	3899.7976	3847.2801	3908.7222	3897.1538	947.6162	944.9099	944.4733	947.7019	NaN	3911.5817	11.4364	15.0427	16.3045	16.4081	10.4030	8.0500	9.5201	10.9759	NaN	16.4081	16.4081	16.4081	16.3603	NaN	16.4081	9.5090	20.4529	16.3603	14.5842	10.5814	8.0500	9.5201	9.0829	12.5896	23.3784	NaN	23.3784	9.8049	8.0500	NaN	15.9536	13.6908	10.9759	10.5814	15.0427	20.4529	14.4781	20.4529	9.5201	NaN	9.5201	9.5201	9.5201	16.3603	13.7554	16.8524	8.0500	NaN	8.0500	15.3954	NaN	8.0500	8.0500	9.5201	9.5201	9.5201	8.0500	15.5806	16.8524	8.0500	8.0500	11.4698	12.5125	330.6764	12.6034	11.4364	11.4364	14.5842	111.1137	336.5539	330.6764	334.4650	11.4364	11.4364	12.9042	16.8524	14.1001	9.8171	12.9682	NaN	13.7680	20.3209	11.0129	11.4698	17.0314	16.4081	10.1243	16.4081
vid-64	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
vid-65	11.6002	NaN	11.6002	11.6002	11.6002	9.9662	11.6002	11.6002	11.0829	11.6002	12.4249	NaN	11.6002	11.6002	11.6002	11.1564	11.6002	11.6002	11.8777	15.7995	9.9478	15.7995	15.7995	12.3007	15.7995	15.7995	11.6002	11.6002	15.8843	15.8843	11.6002	15.8843	15.8843	11.6002	15.8843	11.6002	11.6002	1.5846	11.7029	11.1564	15.8843	10.2859	8.6387	10.9675	15.8843	14.8357	11.6002	15.8843	10.4824	8.5954	8.5954	11.6002	8.5982	15.8843	10.1632	15.8843	10.7721	15.8843	10.4346	15.8843	15.8843	11.6002	15.8843	11.6002	0.0000	8.8233	11.6002	15.8843	15.8843	15.8843	10.1632	15.8843	15.8843	15.8843	15.8843	15.8843	3917.2997	3906.6235	3853.6251	3915.7375	3903.9853	957.2501	954.5077	954.0752	957.3357	NaN	3918.5990	9.3898	12.4249	19.5653	11.6002	10.2498	9.6462	9.1003	11.5889	NaN	11.6002	11.6002	11.6002	11.3254	NaN	11.6002	8.8233	28.0691	11.3254	1.5846	8.9893	9.6462	9.1003	9.5123	10.0964	31.7172	NaN	31.7172	8.7625	9.6462	NaN	11.0936	8.4599	11.5889	8.9893	12.4249	28.0691	10.4760	28.0691	9.1003	NaN	9.1003	9.1003	9.1003	11.3254	12.5102	11.8777	9.6462	NaN	9.6462	10.7718	NaN	9.6462	9.6462	9.1003	9.1003	9.1003	9.6462	14.7085	11.8777	9.6462	9.6462	9.0905	14.4183	337.3415	10.1073	9.3898	9.3898	1.5846	118.1397	343.4233	337.3415	341.2792	9.3898	9.3898	9.7888	11.8777	10.2859	6.2572	9.6571	NaN	11.8321	27.9804	10.2694	9.0905	10.2043	11.6002	9.2059	11.6002
vid-66	7.4836	NaN	7.4836	7.4836	7.4836	3.8142	7.4836	7.4836	5.1555	7.4836	6.7433	NaN	7.4836	7.4836	7.4836	5.1735	7.4836	7.4836	7.9386	9.4014	3.7097	9.4014	9.4014	5.3883	9.4014	9.4014	7.4836	7.4836	9.5090	9.5090	7.4836	9.5090	9.5090	7.4836	9.5090	7.4836	7.4836	7.2398	6.4935	5.1735	9.5090	5.0846	4.8403	6.9721	9.5090	6.1968	7.4836	9.5090	3.9043	3.7681	3.7681	7.4836	14.1548	9.5090	6.0376	9.5090	3.0224	9.5090	2.3440	9.5090	9.5090	7.4836	9.5090	7.4836	8.8233	0.0000	7.4836	9.5090	9.5090	9.5090	6.0376	9.5090	9.5090	9.5090	9.5090	9.5090	3918.0655	3907.5032	3854.7960	3916.5009	3904.8616	956.2903	953.5728	953.1375	956.3760	NaN	3919.3612	2.3094	6.7433	11.8875	7.4836	2.0493	1.4590	0.3216	3.5348	NaN	7.4836	7.4836	7.4836	7.3585	NaN	7.4836	0.0000	27.4631	7.3585	7.2398	1.2598	1.4590	0.3216	0.6975	3.6956	30.8377	NaN	30.8377	0.3103	1.4590	NaN	6.9437	4.2373	3.5348	1.2598	6.7433	27.4631	5.4796	27.4631	0.3216	NaN	0.3216	0.3216	0.3216	7.3585	5.8894	7.9386	1.4590	NaN	1.4590	6.3671	NaN	1.4590	1.4590	0.3216	0.3216	0.3216	1.4590	8.3152	7.9386	1.4590	1.4590	2.2023	6.5404	329.9556	3.7128	2.3094	2.3094	7.2398	110.5079	335.9706	329.9556	333.8444	2.3094	2.3094	3.8385	7.9386	5.0846	5.9412	3.8457	NaN	5.5158	27.3461	2.5047	2.2023	7.6890	7.4836	10.0716	7.4836
