	vid-1	vid-2	vid-3	vid-4	vid-5	vid-6	vid-7	vid-8	vid-9	vid-10	vid-11	vid-12	vid-13	vid-14	vid-15	vid-16	vid-17	vid-18	vid-19	vid-20	vid-21	vid-22	vid-23	vid-24	vid-25	vid-26	vid-27	vid-28	vid-29	vid-30	vid-31	vid-32	vid-33	vid-34	vid-35	vid-36	vid-37	vid-38	vid-39	vid-40	vid-41	vid-42	vid-43	vid-44	vid-45	vid-46	vid-47	vid-48	vid-49	vid-50	vid-51	vid-52	vid-53	vid-54	vid-55	vid-56	vid-57	vid-58	vid-59	vid-60	vid-61	vid-62	vid-63	vid-64	vid-65	vid-66	vid-67	vid-68	vid-69	vid-70	vid-71	vid-72	vid-73	vid-74	vid-75	vid-76	vid-77	vid-78	vid-79	vid-80	vid-81	vid-82	vid-83	vid-84	vid-85	vid-86	vid-87	vid-88	vid-89	vid-90	vid-91	vid-92	vid-93	vid-94	vid-95	vid-96	vid-97	vid-98	vid-99	vid-100	vid-101	vid-102	vid-103	vid-104	vid-105	vid-106	vid-107	vid-108	vid-109	vid-110	vid-111	vid-112	vid-113	vid-114	vid-115	vid-116	vid-117	vid-118	vid-119	vid-120	vid-121	vid-122	vid-123	vid-124	vid-125	vid-126	vid-127	vid-128	vid-129	vid-130	vid-131	vid-132	vid-133	vid-134	vid-135	vid-136	vid-137	vid-138	vid-139	vid-140	vid-141	vid-142	vid-143	vid-144	vid-145	vid-146	vid-147	vid-148	vid-149	vid-150	vid-151	vid-152	vid-153	vid-154	vid-155	vid-156	vid-157	vid-158	vid-159	vid-160	vid-161	vid-162	vid-163	vid-164	vid-165	vid-166	vid-167	vid-168	vid-169	vid-170	vid-171	vid-172	vid-173	vid-174	vid-175
vid-84	960.5784	NaN	960.5784	960.5784	960.5784	956.8721	960.5784	960.5784	958.0553	960.5784	959.4373	NaN	960.5784	960.5784	960.5784	958.0479	960.5784	960.5784	961.0340	944.5792	956.7625	944.5792	944.5792	957.6254	944.5792	944.5792	960.5784	960.5784	944.4733	944.4733	960.5784	944.4733	944.4733	960.5784	944.4733	960.5784	960.5784	953.9557	959.4299	958.0479	944.4733	958.1824	957.8665	960.1003	944.4733	954.4887	960.5784	944.4733	956.8086	956.8483	956.8483	960.5784	962.4774	944.4733	959.1751	944.4733	955.4933	944.4733	954.8260	944.4733	944.4733	960.5784	944.4733	960.5784	954.0752	953.1375	960.5784	944.4733	944.4733	944.4733	959.1751	944.4733	944.4733	944.4733	944.4733	944.4733	2986.7763	2979.3018	2935.5148	2985.1545	2976.5711	3.9639	0.5321	0.0000	4.0308	NaN	2987.9748	955.3890	959.4373	959.6448	960.5784	954.5786	951.8118	953.2746	955.3828	NaN	960.5784	960.5784	960.5784	960.4764	NaN	960.5784	953.1375	926.2004	960.4764	953.9557	954.3805	951.8118	953.2746	952.9558	956.7070	922.6289	NaN	922.6289	953.4458	951.8118	NaN	960.0605	957.2654	955.3828	954.3805	959.4373	926.2004	958.5770	926.2004	953.2746	NaN	953.2746	953.2746	953.2746	960.4764	958.1974	961.0340	951.8118	NaN	951.8118	959.4839	NaN	951.8118	951.8118	953.2746	953.2746	953.2746	951.8118	960.0388	961.0340	951.8118	951.8118	955.3288	956.9079	1144.3309	956.7228	955.3890	955.3890	953.9557	1005.4886	1144.8550	1144.3309	1144.3894	955.3890	955.3890	956.9332	961.0340	958.1824	949.3880	956.9595	NaN	958.1449	926.3011	955.1977	955.3288	960.7491	960.5784	945.2184	960.5784
vid-85	963.8148	NaN	963.8148	963.8148	963.8148	960.1087	963.8148	963.8148	961.2899	963.8148	962.6697	NaN	963.8148	963.8148	963.8148	961.2823	963.8148	963.8148	964.2704	947.8079	959.9991	947.8079	947.8079	960.8564	947.8079	947.8079	963.8148	963.8148	947.7019	947.7019	963.8148	947.7019	947.7019	963.8148	947.7019	963.8148	963.8148	957.2123	962.6644	961.2823	947.7019	961.4193	961.1076	963.3379	947.7019	957.7119	963.8148	947.7019	960.0437	960.0885	960.0885	963.8148	965.7424	947.7019	962.4136	947.7019	958.7271	947.7019	958.0604	947.7019	947.7019	963.8148	947.7019	963.8148	957.3357	956.3760	963.8148	947.7019	947.7019	947.7019	962.4136	947.7019	947.7019	947.7019	947.7019	947.7019	2984.2167	2976.7947	2933.1482	2982.5940	2974.0627	0.0857	3.8967	4.0308	0.0000	NaN	2985.4134	958.6263	962.6697	962.8581	963.8148	957.8135	955.0488	956.5124	958.6144	NaN	963.8148	963.8148	963.8148	963.7136	NaN	963.8148	956.3760	929.4526	963.7136	957.2123	957.6185	955.0488	956.5124	956.1926	959.9431	925.8790	NaN	925.8790	956.6844	955.0488	NaN	963.2976	960.5063	958.6144	957.6185	962.6697	929.4526	961.8138	929.4526	956.5124	NaN	956.5124	956.5124	956.5124	963.7136	961.4283	964.2704	955.0488	NaN	955.0488	962.7211	NaN	955.0488	955.0488	956.5124	956.5124	956.5124	955.0488	963.2656	964.2704	955.0488	955.0488	958.5667	960.1329	1146.8460	959.9589	958.6263	958.6263	957.2123	1008.4720	1147.3489	1146.8460	1146.8902	958.6263	958.6263	960.1702	964.2704	961.4193	952.6382	960.1970	NaN	961.3776	929.5531	958.4326	958.5667	963.9903	963.8148	948.4727	963.8148
vid-86	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-87	3926.8196	NaN	3926.8196	3926.8196	3926.8196	3923.1749	3926.8196	3926.8196	3924.4819	3926.8196	3925.9998	NaN	3926.8196	3926.8196	3926.8196	3924.4899	3926.8196	3926.8196	3927.2705	3911.6807	3923.0697	3911.6807	3911.6807	3924.3275	3911.6807	3911.6807	3926.8196	3926.8196	3911.5817	3911.5817	3926.8196	3911.5817	3911.5817	3926.8196	3911.5817	3926.8196	3926.8196	3918.7894	3925.8426	3924.4899	3911.5817	3924.4353	3923.8108	3926.2674	3911.5817	3921.8124	3926.8196	3911.5817	3923.2165	3922.8823	3922.8823	3926.8196	3926.4810	3911.5817	3925.2892	3911.5817	3922.0302	3911.5817	3921.3247	3911.5817	3911.5817	3926.8196	3911.5817	3926.8196	3918.5990	3919.3612	3926.8196	3911.5817	3911.5817	3911.5817	3925.2892	3911.5817	3911.5817	3911.5817	3911.5817	3911.5817	2.0010	50.5417	182.0299	2.9136	49.8436	2985.4972	2987.4787	2987.9748	2985.4134	NaN	0.0000	3921.6692	3925.9998	3927.5888	3926.8196	3921.0501	3918.1738	3919.5506	3922.0777	NaN	3926.8196	3926.8196	3926.8196	3926.6702	NaN	3926.8196	3919.3612	3891.8983	3926.6702	3918.7894	3920.6206	3918.1738	3919.5506	3919.3093	3923.0470	3888.5556	NaN	3888.5556	3919.6575	3918.1738	NaN	3926.2615	3923.2348	3922.0777	3920.6206	3925.9998	3891.8983	3924.8281	3891.8983	3919.5506	NaN	3919.5506	3919.5506	3919.5506	3926.6702	3924.8953	3927.2705	3918.1738	NaN	3918.1738	3925.6910	NaN	3918.1738	3918.1738	3919.5506	3919.5506	3919.5506	3918.1738	3927.0056	3927.2705	3918.1738	3918.1738	3921.5548	3924.0599	4132.1882	3923.0639	3921.6692	3921.6692	3918.7894	3985.5923	4132.5981	4132.1882	4132.1732	3921.6692	3921.6692	3923.1967	3927.2705	3924.4353	3914.8037	3923.1951	NaN	3924.7132	3892.0151	3921.6521	3921.5548	3926.6311	3926.8196	3910.3997	3926.8196
vid-88	5.1971	NaN	5.1971	5.1971	5.1971	1.5059	5.1971	5.1971	2.8597	5.1971	4.4688	NaN	5.1971	5.1971	5.1971	2.8834	5.1971	5.1971	5.6530	11.3274	1.4006	11.3274	11.3274	3.3325	11.3274	11.3274	5.1971	5.1971	11.4364	11.4364	5.1971	11.4364	11.4364	5.1971	11.4364	5.1971	5.1971	7.8477	4.1852	2.8834	11.4364	2.7959	2.9214	4.7138	11.4364	5.6135	5.1971	11.4364	1.6374	1.8701	1.8701	5.1971	13.2246	11.4364	3.8223	11.4364	1.3853	11.4364	1.2479	11.4364	11.4364	5.1971	11.4364	5.1971	9.3898	2.3094	5.1971	11.4364	11.4364	11.4364	3.8223	11.4364	11.4364	11.4364	11.4364	11.4364	3920.3735	3909.8121	3857.1053	3918.8089	3907.1704	958.5406	955.8246	955.3890	958.6263	NaN	3921.6692	0.0000	4.4688	10.3591	5.1971	1.2446	3.5785	2.1261	2.2191	NaN	5.1971	5.1971	5.1971	5.0874	NaN	5.1971	2.3094	29.7715	5.0874	7.8477	1.0547	3.5785	2.1261	2.4386	1.3907	33.1402	NaN	33.1402	2.0192	3.5785	NaN	4.6715	2.3849	2.2191	1.0547	4.4688	29.7715	3.1913	29.7715	2.1261	NaN	2.1261	2.1261	2.1261	5.0874	3.7614	5.6530	3.5785	NaN	3.5785	4.0948	NaN	3.5785	3.5785	2.1261	2.1261	2.1261	3.5785	6.2179	5.6530	3.5785	3.5785	0.2998	5.0688	328.4571	1.4079	0.0000	0.0000	7.8477	109.0924	334.4973	328.4571	332.3643	0.0000	0.0000	1.5452	5.6530	2.7959	7.8927	1.5730	NaN	3.2920	29.6543	0.9319	0.2998	5.5952	5.1971	12.2022	5.1971
vid-89	1.9763	NaN	1.9763	1.9763	1.9763	3.0404	1.9763	1.9763	1.6272	1.9763	0.0001	NaN	1.9763	1.9763	1.9763	1.5920	1.9763	1.9763	2.2578	14.9346	3.1268	14.9346	14.9346	1.9028	14.9346	14.9346	1.9763	1.9763	15.0427	15.0427	1.9763	15.0427	15.0427	1.9763	15.0427	1.9763	1.9763	11.0748	0.8046	1.5920	15.0427	2.1744	3.7876	2.1580	15.0427	6.1554	1.9763	15.0427	2.8405	4.0129	4.0129	1.9763	13.4360	15.0427	2.4366	15.0427	3.9766	15.0427	4.6761	15.0427	15.0427	1.9763	15.0427	1.9763	12.4249	6.7433	1.9763	15.0427	15.0427	15.0427	2.4366	15.0427	15.0427	15.0427	15.0427	15.0427	3924.7046	3914.1570	3861.4825	3923.1397	3911.5150	962.5840	959.8734	959.4373	962.6697	NaN	3925.9998	4.4688	0.0001	7.5704	1.9763	4.9498	7.8332	6.5150	4.0679	NaN	1.9763	1.9763	1.9763	2.1452	NaN	1.9763	6.7433	34.1258	2.1452	11.0748	5.5150	7.8332	6.5150	6.7082	3.0910	37.4449	NaN	37.4449	6.4694	7.8332	NaN	1.9775	4.0090	4.0679	5.5150	0.0001	34.1258	1.9489	34.1258	6.5150	NaN	6.5150	6.5150	6.5150	2.1452	1.3828	2.2578	7.8332	NaN	7.8332	1.8990	NaN	7.8332	7.8332	6.5150	6.5150	6.5150	7.8332	2.3191	2.2578	7.8332	7.8332	4.6543	3.8874	324.9193	3.0738	4.4688	4.4688	11.0748	105.7287	330.9987	324.9193	328.8550	4.4688	4.4688	3.1054	2.2578	2.1744	12.2608	3.1736	NaN	1.2955	34.0064	4.3511	4.6543	3.7437	1.9763	16.6373	1.9763
vid-90	9.2331	NaN	9.2331	9.2331	9.2331	9.5991	9.2331	9.2331	8.5700	9.2331	7.5704	NaN	9.2331	9.2331	9.2331	8.4910	9.2331	9.2331	9.2748	16.2162	9.6186	16.2162	16.2162	7.2656	16.2162	16.2162	9.2331	9.2331	16.3045	16.3045	9.2331	16.3045	16.3045	9.2331	16.3045	9.2331	9.2331	18.0880	8.3749	8.4910	16.3045	9.4523	11.1510	9.6347	16.3045	6.4572	9.2331	16.3045	9.0876	10.9857	10.9857	9.2331	20.8613	16.3045	10.0003	16.3045	9.0669	16.3045	9.6196	16.3045	16.3045	9.2331	16.3045	9.2331	19.5653	11.8875	9.2331	16.3045	16.3045	16.3045	10.0003	16.3045	16.3045	16.3045	16.3045	16.3045	3926.2966	3915.8448	3863.4144	3924.7298	3913.1999	962.7724	960.0833	959.6448	962.8581	NaN	3927.5888	10.3591	7.5704	0.0000	9.2331	9.8900	12.1820	11.5688	8.3846	NaN	9.2331	9.2331	9.2331	9.4851	NaN	9.2331	11.8875	36.7262	9.4851	18.0880	11.0794	12.1820	11.5688	11.4327	9.4732	39.6813	NaN	39.6813	11.7526	12.1820	NaN	9.4560	11.1852	8.3846	11.0794	7.5704	36.7262	9.3741	36.7262	11.5688	NaN	11.5688	11.5688	11.5688	9.4851	7.0996	9.2748	12.1820	NaN	12.1820	9.4677	NaN	12.1820	12.1820	11.5688	11.5688	11.5688	12.1820	5.3445	9.2748	12.1820	12.1820	10.6522	5.3573	318.1179	9.4617	10.3591	10.3591	18.0880	98.7338	324.1499	318.1179	322.0188	10.3591	10.3591	9.7780	9.2748	9.4523	17.8042	9.9119	NaN	7.7990	36.5957	9.6193	10.6522	11.1343	9.2331	21.6558	9.2331
vid-91	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
vid-92	6.0363	NaN	6.0363	6.0363	6.0363	2.3933	6.0363	6.0363	3.4778	6.0363	4.9498	NaN	6.0363	6.0363	6.0363	3.4734	6.0363	6.0363	6.4876	10.2937	2.2848	10.2937	10.2937	3.4066	10.2937	10.2937	6.0363	6.0363	10.4030	10.4030	6.0363	10.4030	10.4030	6.0363	10.4030	6.0363	6.0363	8.6788	4.8534	3.4734	10.4030	3.6974	4.1264	5.6308	10.4030	4.5952	6.0363	10.4030	2.2337	3.1020	3.1020	6.0363	14.4565	10.4030	4.8262	10.4030	1.0134	10.4030	0.2995	10.4030	10.4030	6.0363	10.4030	6.0363	10.2498	2.0493	6.0363	10.4030	10.4030	10.4030	4.8262	10.4030	10.4030	10.4030	10.4030	10.4030	3919.7549	3909.2075	3856.5372	3918.1900	3906.5654	957.7278	955.0144	954.5786	957.8135	NaN	3921.0501	1.2446	4.9498	9.8900	6.0363	0.0000	2.8932	1.7492	1.5062	NaN	6.0363	6.0363	6.0363	5.9701	NaN	6.0363	2.0493	29.1792	5.9701	8.6788	1.2682	2.8932	1.7492	1.8018	2.1866	32.4955	NaN	32.4955	1.8733	2.8932	NaN	5.5596	3.6140	1.5062	1.2682	4.9498	29.1792	4.0775	29.1792	1.7492	NaN	1.7492	1.7492	1.7492	5.9701	3.9388	6.4876	2.8932	NaN	2.8932	4.9961	NaN	2.8932	2.8932	1.7492	1.7492	1.7492	2.8932	6.3185	6.4876	2.8932	2.8932	1.4477	4.5328	327.9954	2.2005	1.2446	1.2446	8.6788	108.5751	334.0191	327.9954	331.8905	1.2446	1.2446	2.5164	6.4876	3.6974	7.9838	2.5958	NaN	3.6671	29.0594	0.6199	1.4477	6.6772	6.0363	12.1067	6.0363
vid-93	8.7685	NaN	8.7685	8.7685	8.7685	5.0629	8.7685	8.7685	6.3131	8.7685	7.8332	NaN	8.7685	8.7685	8.7685	6.3183	8.7685	8.7685	9.2244	7.9425	4.9538	7.9425	7.9425	6.2777	7.9425	7.9425	8.7685	8.7685	8.0500	8.0500	8.7685	8.0500	8.0500	8.7685	8.0500	8.7685	8.7685	8.0875	7.6822	6.3183	8.0500	6.3706	6.2734	8.2923	8.0500	6.0573	8.7685	8.0500	5.0480	5.1928	5.1928	8.7685	15.4956	8.0500	7.3894	8.0500	3.8983	8.0500	3.1804	8.0500	8.0500	8.7685	8.0500	8.7685	9.6462	1.4590	8.7685	8.0500	8.0500	8.0500	7.3894	8.0500	8.0500	8.0500	8.0500	8.0500	3916.8784	3906.3273	3853.6494	3915.3137	3903.6853	954.9632	952.2474	951.8118	955.0488	NaN	3918.1738	3.5785	7.8332	12.1820	8.7685	2.8932	0.0000	1.4971	4.1519	NaN	8.7685	8.7685	8.7685	8.6649	NaN	8.7685	1.4590	26.2928	8.6649	8.0875	2.6004	0.0000	1.4971	1.1457	4.9073	29.6236	NaN	29.6236	1.7564	0.0000	NaN	8.2490	5.6740	4.1519	2.6004	7.8332	26.2928	6.7653	26.2928	1.4971	NaN	1.4971	1.4971	1.4971	8.6649	6.8219	9.2244	0.0000	NaN	0.0000	7.6727	NaN	0.0000	0.0000	1.4971	1.4971	1.4971	0.0000	9.1581	9.2244	0.0000	0.0000	3.5385	6.9529	330.0369	4.9236	3.5785	3.5785	8.0875	110.5364	336.0312	330.0369	333.9106	3.5785	3.5785	5.1215	9.2244	6.3706	5.7496	5.1510	NaN	6.5574	26.1735	3.4822	3.5385	9.0973	8.7685	9.4901	8.7685
vid-94	7.3213	NaN	7.3213	7.3213	7.3213	3.6299	7.3213	7.3213	4.9428	7.3213	6.5150	NaN	7.3213	7.3213	7.3213	4.9570	7.3213	7.3213	7.7771	9.4119	3.5231	9.4119	9.4119	5.1156	9.4119	9.4119	7.3213	7.3213	9.5201	9.5201	7.3213	9.5201	9.5201	7.3213	9.5201	7.3213	7.3213	7.5159	6.2935	4.9570	9.5201	4.9197	4.7789	6.8261	9.5201	5.8836	7.3213	9.5201	3.6832	3.6968	3.6968	7.3213	14.2876	9.5201	5.9082	9.5201	2.7368	9.5201	2.0466	9.5201	9.5201	7.3213	9.5201	7.3213	9.1003	0.3216	7.3213	9.5201	9.5201	9.5201	5.9082	9.5201	9.5201	9.5201	9.5201	9.5201	3918.2550	3907.6960	3854.9973	3916.6904	3905.0543	956.4267	953.7100	953.2746	956.5124	NaN	3919.5506	2.1261	6.5150	11.5688	7.3213	1.7492	1.4971	0.0000	3.2239	NaN	7.3213	7.3213	7.3213	7.2060	NaN	7.3213	0.3216	27.6548	7.2060	7.5159	1.1093	1.4971	0.0000	0.4980	3.4964	31.0163	NaN	31.0163	0.3680	1.4971	NaN	6.7903	4.1814	3.2239	1.1093	6.5150	27.6548	5.3153	27.6548	0.0000	NaN	0.0000	0.0000	0.0000	7.2060	5.6253	7.7771	1.4971	NaN	1.4971	6.2132	NaN	1.4971	1.4971	0.0000	0.0000	0.0000	1.4971	8.0404	7.7771	1.4971	1.4971	2.0554	6.2238	329.6343	3.5133	2.1261	2.1261	7.5159	110.1863	335.6491	329.6343	333.5230	2.1261	2.1261	3.6693	7.7771	4.9197	6.2537	3.6874	NaN	5.2732	27.5370	2.2322	2.0554	7.6008	7.3213	10.3597	7.3213
vid-95	5.5464	NaN	5.5464	5.5464	5.5464	2.4611	5.5464	5.5464	2.9246	5.5464	4.0679	NaN	5.5464	5.5464	5.5464	2.8856	5.5464	5.5464	5.9698	10.8677	2.3860	10.8677	10.8677	2.2563	10.8677	10.8677	5.5464	5.5464	10.9759	10.9759	5.5464	10.9759	10.9759	5.5464	10.9759	5.5464	5.5464	10.0350	4.2029	2.8856	10.9759	3.5013	4.5146	5.2840	10.9759	3.4410	5.5464	10.9759	2.0014	3.6935	3.6935	5.5464	15.1548	10.9759	4.6835	10.9759	0.8451	10.9759	1.2371	10.9759	10.9759	5.5464	10.9759	5.5464	11.5889	3.5348	5.5464	10.9759	10.9759	10.9759	4.6835	10.9759	10.9759	10.9759	10.9759	10.9759	3920.7829	3910.2497	3857.6149	3919.2178	3907.6072	958.5288	955.8191	955.3828	958.6144	NaN	3922.0777	2.2191	4.0679	8.3846	5.5464	1.5062	4.1519	3.2239	0.0001	NaN	5.5464	5.5464	5.5464	5.5500	NaN	5.5464	3.5348	30.2717	5.5500	10.0350	2.7181	4.1519	3.2239	3.1806	2.2158	33.5328	NaN	33.5328	3.3763	4.1519	NaN	5.1708	4.1455	0.0001	2.7181	4.0679	30.2717	3.8095	30.2717	3.2239	NaN	3.2239	3.2239	3.2239	5.5500	2.8284	5.9698	4.1519	NaN	4.1519	4.6660	NaN	4.1519	4.1519	3.2239	3.2239	3.2239	4.1519	5.0302	5.9698	4.1519	4.1519	2.5133	3.0273	326.4939	2.2198	2.2191	2.2191	10.0350	107.0807	332.5195	326.4939	330.3904	2.2191	2.2191	2.6615	5.9698	3.5013	9.4760	2.7965	NaN	2.7941	30.1496	1.3199	2.5133	6.5930	5.5464	13.5425	5.5464
vid-96	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-97	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
vid-98	0.0000	NaN	0.0000	0.0000	0.0000	3.7063	0.0000	0.0000	2.6330	0.0000	1.9763	NaN	0.0000	0.0000	0.0000	2.6646	0.0000	0.0000	0.4560	16.2990	3.8158	16.2990	16.2990	3.6785	16.2990	16.2990	0.0000	0.0000	16.4081	16.4081	0.0000	16.4081	16.4081	0.0000	16.4081	0.0000	0.0000	10.4008	1.4045	2.6646	16.4081	2.4016	3.2751	0.6502	16.4081	8.0548	0.0000	16.4081	3.8075	4.0043	4.0043	0.0000	11.6352	16.4081	1.6206	16.4081	5.2029	16.4081	5.8123	16.4081	16.4081	0.0000	16.4081	0.0000	11.6002	7.4836	0.0000	16.4081	16.4081	16.4081	1.6206	16.4081	16.4081	16.4081	16.4081	16.4081	3925.5236	3914.9528	3862.2178	3923.9593	3912.3114	963.7292	961.0140	960.5784	963.8148	NaN	3926.8196	5.1971	1.9763	9.2331	0.0000	6.0363	8.7685	7.3213	5.5464	NaN	0.0000	0.0000	0.0000	0.2824	NaN	0.0000	7.4836	34.9250	0.2824	10.4008	6.2262	8.7685	7.3213	7.6236	3.8748	38.3173	NaN	38.3173	7.1811	8.7685	NaN	0.5812	3.7515	5.5464	6.2262	1.9763	34.9250	2.0060	34.9250	7.3213	NaN	7.3213	7.3213	7.3213	0.2824	3.2588	0.4560	8.7685	NaN	8.7685	1.1312	NaN	8.7685	8.7685	7.3213	7.3213	7.3213	8.7685	3.8926	0.4560	8.7685	8.7685	5.2813	5.8577	325.8420	3.8592	5.1971	5.1971	10.4008	106.7817	331.9460	325.8420	329.7957	5.1971	5.1971	3.6522	0.4560	2.4016	12.4352	3.6380	NaN	2.8699	34.8093	5.4176	5.2813	1.9014	0.0000	16.8973	0.0000
