	vid-1	vid-2	vid-3	vid-4	vid-5	vid-6	vid-7	vid-8	vid-9	vid-10	vid-11	vid-12	vid-13	vid-14	vid-15	vid-16	vid-17	vid-18	vid-19	vid-20	vid-21	vid-22	vid-23	vid-24	vid-25	vid-26	vid-27	vid-28	vid-29	vid-30	vid-31	vid-32	vid-33	vid-34	vid-35	vid-36	vid-37	vid-38	vid-39	vid-40	vid-41	vid-42	vid-43	vid-44	vid-45	vid-46	vid-47	vid-48	vid-49	vid-50	vid-51	vid-52	vid-53	vid-54	vid-55	vid-56	vid-57	vid-58	vid-59	vid-60	vid-61	vid-62	vid-63	vid-64	vid-65	vid-66	vid-67	vid-68	vid-69	vid-70	vid-71	vid-72	vid-73	vid-74	vid-75	vid-76	vid-77	vid-78	vid-79	vid-80	vid-81	vid-82	vid-83	vid-84	vid-85	vid-86	vid-87	vid-88	vid-89	vid-90	vid-91	vid-92	vid-93	vid-94	vid-95	vid-96	vid-97	vid-98	vid-99	vid-100	vid-101	vid-102	vid-103	vid-104	vid-105	vid-106	vid-107	vid-108	vid-109	vid-110	vid-111	vid-112	vid-113	vid-114	vid-115	vid-116	vid-117	vid-118	vid-119	vid-120	vid-121	vid-122	vid-123	vid-124	vid-125	vid-126	vid-127	vid-128	vid-129	vid-130	vid-131	vid-132	vid-133	vid-134	vid-135	vid-136	vid-137	vid-138	vid-139	vid-140	vid-141	vid-142	vid-143	vid-144	vid-145	vid-146	vid-147	vid-148	vid-149	vid-150	vid-151	vid-152	vid-153	vid-154	vid-155	vid-156	vid-157	vid-158	vid-159	vid-160	vid-161	vid-162	vid-163	vid-164	vid-165	vid-166	vid-167	vid-168	vid-169	vid-170	vid-171	vid-172	vid-173	vid-174	vid-175	vid-176	vid-177	vid-178	vid-179	vid-180	vid-181	vid-182	vid-183	vid-184	vid-185	vid-186	vid-187	vid-188	vid-189	vid-190	vid-191	vid-192	vid-193	vid-194	vid-195	vid-196	vid-197	vid-198	vid-199	vid-200	vid-201	vid-202	vid-203	vid-204	vid-205	vid-206	vid-207	vid-208	vid-209	vid-210	vid-211	vid-212	vid-213	vid-214	vid-215	vid-216	vid-217	vid-218	vid-219	vid-220	vid-221	vid-222	vid-223	vid-224	vid-225	vid-226	vid-227	vid-228	vid-229	vid-230	vid-231	vid-232	vid-233	vid-234	vid-235	vid-236	vid-237	vid-238	vid-239	vid-240	vid-241	vid-242	vid-243	vid-244	vid-245	vid-246	vid-247	vid-248	vid-249	vid-250	vid-251	vid-252	vid-253	vid-254
vid-157	99.7720	103.6664	99.7720	98.9061	99.0498	NaN	98.9061	99.7720	100.8269	101.3782	NaN	98.9061	99.7720	88.5299	99.0946	99.7720	88.0510	99.9275	100.4910	99.8640	99.0653	98.9087	88.5299	98.9061	99.7720	99.8594	98.9061	98.9061	108.7196	102.3812	82.0212	99.0498	98.9061	98.9061	99.9704	100.6154	103.6267	100.4388	98.9061	99.0498	98.9061	221.0785	222.2894	221.0785	99.7720	100.3748	99.7626	99.0498	88.5299	98.9684	NaN	99.0498	NaN	99.8640	100.0082	78.9340	96.4214	NaN	102.3205	99.9219	98.9061	98.9061	99.3182	99.7720	99.3334	99.5472	99.6881	99.7720	98.9061	101.2145	96.6049	99.8529	103.7670	105.6669	2095.5133	2095.5133	88.5299	2097.9081	92.8774	99.0498	99.0498	NaN	337.3858	340.2121	340.2121	NaN	99.0498	98.9512	103.6267	103.9508	92.8774	99.7720	104.2000	99.9668	872.3937	870.3145	870.4415	NaN	100.5330	98.9061	101.1418	99.4738	88.0510	88.5299	102.7714	102.7714	102.4371	99.0498	98.9061	81.5955	90.7757	99.0498	NaN	99.4388	99.7222	98.9061	100.7455	101.0786	98.9061	99.7720	98.9061	260.7066	260.7066	260.7066	88.5299	NaN	99.6040	99.1844	92.8774	73.5097	88.5299	99.8814	99.4345	98.9061	99.8285	100.7804	100.5185	99.7720	103.5090	NaN	102.1491	99.0990	99.4738	99.8513	99.7429	NaN	99.7720	98.9061	696.5219	698.8394	698.8394	532.3540	532.3540	532.3540	502.8731	532.3540	0.0000	99.8513	99.7720	101.6455	99.1445	NaN	100.4691	94.5882	NaN	99.7720	NaN	99.7720	92.8774	99.8513	88.5624	532.3540	99.5472	98.9061	98.9061	99.7720	96.3509	584.7745	584.7745	584.2276	105.6669	502.8731	520.4495	518.9639	520.4495	88.5299	879.1444	879.8206	879.7754	872.3628	870.2920	879.1444	879.1444	879.7754	874.6310	879.7754	879.7754	99.8916	99.7720	98.9061	NaN	96.9414	105.6669	1448.9736	1450.7869	1448.9736	1620.9276	1620.9276	98.9061	NaN	99.7720	88.5299	98.1128	100.3748	99.7396	98.1128	99.0686	100.5147	99.8513	99.8513	101.5394	99.8223	99.7720	99.0498	NaN	343.2404	342.9846	98.9061	105.6669	865.4245	870.1728	870.3145	99.7720	99.7720	99.0498	NaN	100.4170	100.0193	343.3673	340.2121	340.2121	98.9061	98.9061	98.9061	99.7720	102.2214	100.8338	99.7720	98.9061	98.9061	99.7720	NaN	64.1568	100.8251
vid-158	0.5897	4.3090	0.5897	1.6363	1.0699	NaN	1.6363	0.5897	1.5528	1.5683	NaN	1.6363	0.5897	11.6159	1.7582	0.5897	12.0791	0.5021	0.9052	0.8821	1.7514	3.4801	11.6159	1.6363	0.5897	5.5380	1.6363	1.6363	16.1604	2.5340	20.1007	1.0699	1.6363	1.6363	0.1308	1.7364	6.7229	0.8572	1.6363	1.0699	1.6363	199.6031	200.4547	199.6031	0.5897	0.9263	0.9945	1.0699	11.6159	2.9848	NaN	1.0699	NaN	0.8821	0.6494	21.4438	5.3571	NaN	3.1147	0.5892	1.6363	1.6363	1.7357	0.5897	0.5927	1.1352	0.1643	0.5897	1.6363	5.6480	3.3132	0.7183	4.4535	6.3557	2117.8420	2117.8420	11.6159	2120.2932	7.9334	1.0699	1.0699	NaN	328.8381	332.4545	332.4545	NaN	1.0699	1.6717	6.7229	4.7354	7.9334	0.5897	4.3682	2.4259	956.0026	953.9416	954.0618	NaN	1.8937	1.6363	1.7824	1.0117	12.0791	11.6159	3.3206	3.3206	3.1063	1.0699	1.6363	28.6824	9.3123	1.0699	NaN	0.9461	0.6295	1.6363	1.8560	2.7337	1.6363	0.5897	1.6363	178.1854	178.1854	178.1854	11.6159	NaN	0.8448	2.7962	7.9334	26.3551	11.6159	0.9321	0.5476	1.6363	2.3786	1.9817	0.7291	0.5897	4.3058	NaN	2.8474	1.8312	1.0117	0.0000	0.1102	NaN	0.5897	1.6363	713.5942	715.6367	715.6367	544.0673	544.0673	544.0673	508.7958	544.0673	99.8513	0.0000	0.5897	3.6308	2.6985	NaN	0.9267	16.6736	NaN	0.5897	NaN	0.5897	7.9334	0.0000	14.5679	544.0673	1.1352	1.6363	1.6363	0.5897	14.6308	678.0298	678.0298	677.4832	6.3557	508.7958	532.1887	532.2122	532.1887	11.6159	963.8015	964.3909	964.3836	956.2420	953.9585	963.8015	963.8015	964.3836	958.3320	964.3836	964.3836	0.8510	0.5897	1.6363	NaN	3.2444	6.3557	1512.8693	1514.5898	1512.8693	1691.6327	1691.6327	1.6363	NaN	0.5897	11.6159	1.9911	0.9263	0.9112	1.9911	1.8055	1.0017	0.0000	0.0000	2.0036	2.2759	0.5897	1.0699	NaN	336.4148	336.1530	1.6363	6.3557	948.4589	953.7383	953.9416	0.5897	0.5897	1.0699	NaN	0.5663	0.8927	335.7927	332.4545	332.4545	1.6363	1.6363	1.6363	0.5897	2.7362	2.5506	0.5897	1.6363	1.6363	0.5897	NaN	45.5781	1.2868
vid-159	0.0000	4.1407	0.0000	2.1032	1.4787	NaN	2.1032	0.0000	1.2238	1.6227	NaN	2.1032	0.0000	11.4271	1.2114	0.0000	11.8955	0.1788	0.7210	1.4689	1.2102	2.8987	11.4271	2.1032	0.0000	6.1205	2.1032	2.1032	16.7101	2.6471	20.2791	1.4787	2.1032	2.1032	0.5665	1.2870	6.2860	0.6679	2.1032	1.4787	2.1032	199.0173	199.8692	199.0173	0.0000	0.6286	1.5742	1.4787	11.4271	2.4065	NaN	1.4787	NaN	1.4689	0.2405	21.2573	4.8738	NaN	2.8638	0.1499	2.1032	2.1032	1.1608	0.0000	0.5284	0.5572	0.5712	0.0000	2.1032	5.0990	3.1683	0.1562	4.2762	6.6904	2118.3884	2118.3884	11.4271	2120.8395	7.6082	1.4787	1.4787	NaN	328.2500	331.8661	331.8661	NaN	1.4787	2.1524	6.2860	4.5394	7.6082	0.0000	4.4318	3.0131	956.2387	954.1774	954.2977	NaN	1.4039	2.1032	1.5123	1.5504	11.8955	11.4271	3.1578	3.1578	2.8942	1.4787	2.1032	29.0320	9.1252	1.4787	NaN	1.4724	1.2009	2.1032	1.4236	2.2681	2.1032	0.0000	2.1032	177.8514	177.8514	177.8514	11.4271	NaN	1.4012	2.2116	7.6082	26.2967	11.4271	0.3637	0.4074	2.1032	1.7942	1.5390	0.8017	0.0000	4.0956	NaN	2.6151	1.2783	1.5504	0.5897	0.6041	NaN	0.0000	2.1032	713.0077	715.0500	715.0500	543.4791	543.4791	543.4791	508.2063	543.4791	99.7720	0.5897	0.0000	3.1769	2.1162	NaN	1.4545	17.1823	NaN	0.0000	NaN	0.0000	7.6082	0.5897	14.1618	543.4791	0.5572	2.1032	2.1032	0.0000	15.1636	678.1475	678.1475	677.6009	6.6904	508.2063	531.6006	531.6248	531.6006	11.4271	964.0276	964.6178	964.6102	956.4755	954.1940	964.0276	964.0276	964.6102	958.5672	964.6102	964.6102	0.2910	0.0000	2.1032	NaN	2.9579	6.6904	1513.2553	1514.9763	1513.2553	1691.9781	1691.9781	2.1032	NaN	0.0000	11.4271	1.7046	0.6286	0.3216	1.7046	1.2591	0.7606	0.5897	0.5897	2.4303	1.6913	0.0000	1.4787	NaN	335.8262	335.5644	2.1032	6.6904	948.7002	953.9748	954.1774	0.0000	0.0000	1.4787	NaN	0.8884	0.3823	335.2043	331.8661	331.8661	2.1032	2.1032	2.1032	0.0000	2.5692	3.1258	0.0000	2.1032	2.1032	0.0000	NaN	45.2234	1.7744
vid-160	3.1769	2.3479	3.1769	5.2587	4.6505	NaN	5.2587	3.1769	2.1176	2.8319	NaN	5.2587	3.1769	13.1203	2.9815	3.1769	13.5993	3.1640	2.7723	4.4213	3.0178	2.7472	13.1203	5.2587	3.1769	8.9228	5.2587	5.2587	18.3351	3.1373	23.1177	4.6505	5.2587	5.2587	3.5269	1.8990	3.1101	2.8085	5.2587	4.6505	5.2587	196.4689	197.3113	196.4689	3.1769	2.7101	4.5611	4.6505	13.1203	2.6903	NaN	4.6505	NaN	4.4213	3.0078	22.7959	5.3287	NaN	1.4469	3.0924	5.2587	5.2587	2.7589	3.1769	3.6757	2.9323	3.6958	3.1769	5.2587	2.3918	5.5989	3.0212	2.3794	7.0852	2121.3569	2121.3569	13.1203	2123.8087	8.8020	4.6505	4.6505	NaN	325.7797	329.4088	329.4088	NaN	4.6505	5.2993	3.1101	2.4498	8.8020	3.1769	3.7965	5.8486	959.1547	957.0930	957.2134	NaN	1.7763	5.2587	2.0008	4.6373	13.5993	13.1203	1.9624	1.9624	1.6612	4.6505	5.2587	32.1636	10.9075	4.6505	NaN	4.5760	4.2376	5.2587	1.7749	0.9095	5.2587	3.1769	5.2587	174.7526	174.7526	174.7526	13.1203	NaN	4.4619	2.4944	8.8020	28.3602	13.1203	2.8333	3.5612	5.2587	1.9682	1.6501	3.0837	3.1769	2.0790	NaN	1.5785	2.9355	4.6373	3.6308	3.7008	NaN	3.1769	5.2587	710.9224	712.9576	712.9576	541.3196	541.3196	541.3196	505.9295	541.3196	101.6455	3.6308	3.1769	0.0000	2.5540	NaN	4.0382	20.2896	NaN	3.1769	NaN	3.1769	8.8020	3.6308	14.5297	541.3196	2.9323	5.2587	5.2587	3.1769	18.2104	680.7364	680.7364	680.1898	7.0852	505.9295	529.4468	529.5066	529.4468	13.1203	966.9200	967.5123	967.5037	959.3855	957.1087	966.9200	966.9200	967.5037	961.4813	967.5037	967.5037	2.8920	3.1769	5.2587	NaN	4.9894	7.0852	1516.4140	1518.1355	1516.4140	1695.0949	1695.0949	5.2587	NaN	3.1769	13.1203	4.1353	2.7101	2.9429	4.1353	2.9830	2.6618	3.6308	3.6308	4.2731	2.0159	3.1769	4.6505	NaN	333.3847	333.1230	5.2587	7.0852	951.6284	956.8916	957.0930	3.1769	3.1769	4.6505	NaN	3.4189	2.7961	332.7477	329.4088	329.4088	5.2587	5.2587	5.2587	3.1769	1.9035	5.6053	3.1769	5.2587	5.2587	3.1769	NaN	45.6805	4.1033
vid-161	2.1162	4.5694	2.1162	3.9299	3.3012	NaN	3.9299	2.1162	2.1971	3.1827	NaN	3.9299	2.1162	10.6155	1.0143	2.1162	11.0942	2.2513	2.3900	3.5568	1.0375	0.7826	10.6155	3.9299	2.1162	8.1527	3.9299	3.9299	18.7943	4.0851	20.6848	3.3012	3.9299	3.9299	2.6822	1.8134	5.3333	2.3739	3.9299	3.3012	3.9299	196.9928	197.8479	196.9928	2.1162	2.2214	3.6429	3.3012	10.6155	0.3045	NaN	3.3012	NaN	3.5568	2.1587	20.3514	3.1292	NaN	3.2621	2.1666	3.9299	3.9299	0.9671	2.1162	2.3180	1.5633	2.6400	2.1162	3.9299	3.5144	3.1731	2.0171	4.6541	8.3625	2120.1764	2120.1764	10.6155	2122.6269	6.3920	3.3012	3.3012	NaN	326.2011	329.8139	329.8139	NaN	3.3012	4.0007	5.3333	4.8153	6.3920	2.1162	5.5334	5.0868	956.7294	954.6673	954.7879	NaN	1.6294	3.9299	2.4367	3.5498	11.0942	10.6155	3.7805	3.7805	3.4194	3.3012	3.9299	30.0381	8.3786	3.3012	NaN	3.4597	3.2680	3.9299	1.8852	1.9430	3.9299	2.1162	3.9299	176.9963	176.9963	176.9963	10.6155	NaN	3.4367	0.1174	6.3920	25.8187	10.6155	1.8312	2.2637	3.9299	0.7229	1.8539	2.6963	2.1162	4.3817	NaN	3.1538	0.9320	3.5498	2.6985	2.6896	NaN	2.1162	3.9299	710.8976	712.9404	712.9404	541.3752	541.3752	541.3752	506.1170	541.3752	99.1445	2.6985	2.1162	2.5540	0.0000	NaN	3.5564	18.8490	NaN	2.1162	NaN	2.1162	6.3920	2.6985	12.5381	541.3752	1.5633	3.9299	3.9299	2.1162	16.9378	678.1976	678.1976	677.6509	8.3625	506.1170	529.4962	529.5173	529.4962	10.6155	964.4803	965.0738	965.0648	956.9564	954.6825	964.4803	964.4803	965.0648	959.0547	965.0648	965.0648	1.9100	2.1162	3.9299	NaN	2.4790	8.3625	1514.3344	1516.0576	1514.3344	1692.8932	1692.8932	3.9299	NaN	2.1162	10.6155	1.9159	2.2214	1.8028	1.9159	0.9758	2.3142	2.6985	2.6985	4.4087	0.7566	2.1162	3.3012	NaN	333.7699	333.5081	3.9299	8.3625	949.2109	954.4669	954.6673	2.1162	2.1162	3.3012	NaN	2.9275	1.9412	333.1518	329.8139	329.8139	3.9299	3.9299	3.9299	2.1162	3.3297	5.2417	2.1162	3.9299	3.9299	2.1162	NaN	43.7009	3.8421
vid-162	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-163	1.4545	4.1933	1.4545	1.6936	1.4195	NaN	1.6936	1.4545	1.9393	1.3928	NaN	1.6936	1.4545	12.3756	2.6623	1.4545	12.8329	1.3065	1.3355	0.6354	2.6588	4.3381	12.3756	1.6936	1.4545	4.9026	1.6936	1.6936	15.2556	2.0904	20.3895	1.4195	1.6936	1.6936	0.8969	2.2622	7.0321	1.3192	1.6936	1.4195	1.6936	200.3111	201.1597	200.3111	1.4545	1.4622	0.7688	1.4195	12.3756	3.8520	NaN	1.4195	NaN	0.6354	1.4014	22.1900	6.2838	NaN	3.1948	1.3900	1.6936	1.6936	2.6129	1.4545	1.4988	2.0106	1.0549	1.4545	1.6936	6.2378	4.0910	1.5399	4.3471	5.5211	2117.3212	2117.3212	12.3756	2119.7729	8.8047	1.4195	1.4195	NaN	329.5700	333.1901	333.1901	NaN	1.4195	1.6823	7.0321	4.6500	8.8047	1.4545	3.8951	1.8105	956.1661	954.1054	954.2255	NaN	2.4662	1.6936	2.0425	1.0267	12.8329	12.3756	3.2448	3.2448	3.1240	1.4195	1.6936	28.6621	10.0762	1.4195	NaN	1.0434	0.7503	1.6936	2.3416	3.2038	1.6936	1.4545	1.6936	178.2017	178.2017	178.2017	12.3756	NaN	0.8734	3.6461	8.8047	26.9606	12.3756	1.7284	1.4709	1.6936	3.1424	2.4694	0.9893	1.4545	4.2583	NaN	2.9177	2.7313	1.0267	0.9267	0.9887	NaN	1.4545	1.6936	714.4141	716.4553	716.4553	544.8730	544.8730	544.8730	509.5769	544.8730	100.4691	0.9267	1.4545	4.0382	3.5564	NaN	0.0000	16.2978	NaN	1.4545	NaN	1.4545	8.8047	0.9267	15.4759	544.8730	2.0106	1.6936	1.6936	1.4545	14.1839	678.3809	678.3809	677.8344	5.5211	509.5769	532.9955	533.0258	532.9955	12.3756	963.9817	964.5696	964.5630	956.4098	954.1230	963.9817	963.9817	964.5630	958.4968	964.5630	964.5630	1.6481	1.4545	1.6936	NaN	4.1156	5.5211	1512.7540	1514.4734	1512.7540	1691.5985	1691.5985	1.6936	NaN	1.4545	12.3756	2.8813	1.4622	1.7562	2.8813	2.7100	1.4467	0.9267	0.9267	1.1378	3.0429	1.4545	1.4195	NaN	337.1548	336.8930	1.6936	5.5211	948.6134	953.9011	954.1054	1.4545	1.4545	1.4195	NaN	0.6697	1.6339	336.5285	333.1901	333.1901	1.6936	1.6936	1.6936	1.4545	2.7123	1.7063	1.4545	1.6936	1.6936	1.4545	NaN	46.4552	0.3862
vid-164	17.1823	20.2159	17.1823	15.0814	15.7166	NaN	15.0814	17.1823	18.1742	17.6475	NaN	15.0814	17.1823	18.4407	17.8773	17.1823	18.5485	17.1604	17.5174	15.8690	17.8472	19.4790	18.4407	15.0814	17.1823	11.6984	15.0814	15.0814	14.5274	17.9418	13.6458	15.7166	15.0814	15.0814	16.7702	18.4083	23.3296	17.4811	15.0814	15.7166	15.0814	214.9038	215.7867	214.9038	17.1823	17.5833	15.7285	15.7166	18.4407	19.0263	NaN	15.7166	NaN	15.8690	17.3150	24.3437	19.6213	NaN	19.4588	17.2399	15.0814	15.0814	18.0128	17.1823	16.7460	17.5720	16.6279	17.1823	15.0814	22.2494	16.3287	17.3366	20.3705	17.6865	2101.3667	2101.3667	18.4407	2103.8165	19.0017	15.7166	15.7166	NaN	343.8115	347.3802	347.3802	NaN	15.7166	15.0300	23.3296	20.6814	19.0017	17.1823	19.1489	14.5121	942.4804	940.4233	940.5423	NaN	18.5658	15.0814	18.3272	15.6620	18.5485	18.4407	19.3948	19.3948	19.3566	15.7166	15.0814	14.8863	17.5274	15.7166	NaN	15.7290	16.0561	15.0814	18.5223	19.4042	15.0814	17.1823	15.0814	193.4784	193.4784	193.4784	18.4407	NaN	15.8333	18.9663	19.0017	24.6376	18.4407	17.5446	16.8447	15.0814	18.8678	18.6499	17.2129	17.1823	20.3684	NaN	19.1855	17.9562	15.6620	16.6736	16.6136	NaN	17.1823	15.0814	727.0118	729.0831	729.0831	557.8094	557.8094	557.8094	523.0055	557.8094	94.5882	16.6736	17.1823	20.2896	18.8490	NaN	16.2978	0.0000	NaN	17.1823	NaN	17.1823	19.0017	16.6736	24.5649	557.8094	17.5720	15.0814	15.0814	17.1823	2.4628	666.9024	666.9024	666.3563	17.6865	523.0055	545.9108	545.7914	545.9108	18.4407	950.4619	951.0353	951.0349	942.7666	940.4470	950.4619	950.4619	951.0349	944.8248	951.0349	951.0349	17.4731	17.1823	15.0814	NaN	17.1425	17.6865	1497.0407	1498.7548	1497.0407	1676.3263	1676.3263	15.0814	NaN	17.1823	18.4407	16.9937	17.5833	17.4663	16.9937	17.9064	17.6277	16.6736	16.6736	16.4481	18.7699	17.1823	15.7166	NaN	351.2825	351.0203	15.0814	17.6865	934.8420	940.2095	940.4233	17.1823	17.1823	15.7166	NaN	16.8800	17.5465	350.7148	347.3802	347.3802	15.0814	15.0814	15.0814	17.1823	18.9400	14.9786	17.1823	15.0814	15.0814	17.1823	NaN	50.2401	16.3206
vid-165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
vid-166	0.0000	4.1407	0.0000	2.1032	1.4787	NaN	2.1032	0.0000	1.2238	1.6227	NaN	2.1032	0.0000	11.4271	1.2114	0.0000	11.8955	0.1788	0.7210	1.4689	1.2102	2.8987	11.4271	2.1032	0.0000	6.1205	2.1032	2.1032	16.7101	2.6471	20.2791	1.4787	2.1032	2.1032	0.5665	1.2870	6.2860	0.6679	2.1032	1.4787	2.1032	199.0173	199.8692	199.0173	0.0000	0.6286	1.5742	1.4787	11.4271	2.4065	NaN	1.4787	NaN	1.4689	0.2405	21.2573	4.8738	NaN	2.8638	0.1499	2.1032	2.1032	1.1608	0.0000	0.5284	0.5572	0.5712	0.0000	2.1032	5.0990	3.1683	0.1562	4.2762	6.6904	2118.3884	2118.3884	11.4271	2120.8395	7.6082	1.4787	1.4787	NaN	328.2500	331.8661	331.8661	NaN	1.4787	2.1524	6.2860	4.5394	7.6082	0.0000	4.4318	3.0131	956.2387	954.1774	954.2977	NaN	1.4039	2.1032	1.5123	1.5504	11.8955	11.4271	3.1578	3.1578	2.8942	1.4787	2.1032	29.0320	9.1252	1.4787	NaN	1.4724	1.2009	2.1032	1.4236	2.2681	2.1032	0.0000	2.1032	177.8514	177.8514	177.8514	11.4271	NaN	1.4012	2.2116	7.6082	26.2967	11.4271	0.3637	0.4074	2.1032	1.7942	1.5390	0.8017	0.0000	4.0956	NaN	2.6151	1.2783	1.5504	0.5897	0.6041	NaN	0.0000	2.1032	713.0077	715.0500	715.0500	543.4791	543.4791	543.4791	508.2063	543.4791	99.7720	0.5897	0.0000	3.1769	2.1162	NaN	1.4545	17.1823	NaN	0.0000	NaN	0.0000	7.6082	0.5897	14.1618	543.4791	0.5572	2.1032	2.1032	0.0000	15.1636	678.1475	678.1475	677.6009	6.6904	508.2063	531.6006	531.6248	531.6006	11.4271	964.0276	964.6178	964.6102	956.4755	954.1940	964.0276	964.0276	964.6102	958.5672	964.6102	964.6102	0.2910	0.0000	2.1032	NaN	2.9579	6.6904	1513.2553	1514.9763	1513.2553	1691.9781	1691.9781	2.1032	NaN	0.0000	11.4271	1.7046	0.6286	0.3216	1.7046	1.2591	0.7606	0.5897	0.5897	2.4303	1.6913	0.0000	1.4787	NaN	335.8262	335.5644	2.1032	6.6904	948.7002	953.9748	954.1774	0.0000	0.0000	1.4787	NaN	0.8884	0.3823	335.2043	331.8661	331.8661	2.1032	2.1032	2.1032	0.0000	2.5692	3.1258	0.0000	2.1032	2.1032	0.0000	NaN	45.2234	1.7744
